ano,sigla_uf,id_municipio,area_total,area_proprietario,area_arrendatario,area_parceiro,area_ocupante,area_lavoura_permanente,area_lavoura_temporaria,area_pastagem_natural,area_pastagem_plantada,area_pastagem,area_mata_natural,area_mata_plantada,area_sistema_agroflorestal,area_mata,area_nao_utilizada,quantidade_estabelecimentos,producao_cafe,area_cafe,quantidade_estabelecimentos_cafe,valor_total_producao_cafe,quantidade_bovinos_total,quantidade_bezerros,quantidade_bovinos_garrote,quantidade_bovinos_vaca,quantidade_bovinos_trabalho,quantidade_bovinos_touro,quantidade_estabelecimentos_energia_eletrica,despesa_total,despesa_adubos,despesa_sementes,despesa_arrendamentos,despesa_salarios,despesa_defensivos,despesa_cotas,areas_irrigacao,producao_leite,numero_estabelecimentos_total,numero_estabelecimentos_proprietario,numero_estabelecimentos_arrendatario,numero_estabelecimentos_parceiros,numero_estabelecimentos_ocupantes,numero_estabelecimentos_outros,numero_estabelecimentos_nenhuma,numero_estabelecimentos_cooperativas,numero_estabelecimentos_cooperativas_credito,numero_estabelecimentos_cooperativa_energia_eletrica,numero_estabelecimentos_cooperativa_energia_outras,quantidade_tratores,quantidade_maquina_colheita,quantidade_maquinas_plantio,quantidade_tratores_estabelecimentos_menor_10,quantidade_tratores_estabelecimentos_maior_10,pessoal_ocupado_total,pessoal_ocupado_parentesco_produtor,pessoal_14_mais_sem_parentesco,pessoal_14_mais_com_parentesco_produtor,pessoal_14_mais_empregadas,pessoal_14_mais_ocupado,valor_producao_total,valor_producao_total_animal,valor_total_producao_animal_grande,valor_total_producao_animal_medio,valor_total_producao_aves,valor_total_producao_vegetal,valor_total_producao_hortifruti,valor_total_producao_silvicultura,valor_total_producao_vegicultura,valor_total_producao_lavoura_temporaria,valor_total_producao_lavoura_permanente,producao_total_arroz,producao_total_feijao,producao_total_milho,producao_total_mandioca,producao_total_soja,producao_total_algodao,producao_total_cana,producao_total_trigo,area_arroz,area_feijao,area_milho,area_mandioca,area_soja,area_algodao,area_cana,area_trigo,numero_estabelecimentos_arroz,numero_estabelecimentos_feijao,numero_estabelecimentos_milho,numero_estabelecimentos_mandioca,numero_estabelecimentos_soja,numero_estabelecimentos_algodao,numero_estabelecimentos_cana,numero_estabelecimentos_trigo,valor_total_arroz,valor_total_feijao,valor_total_milho,valor_total_mandioca,valor_total_soja,valor_total_algodao,valor_total_cana,valor_total_trigo,valor_total,valor_total_terras,valor_total_cultura_permanente,valor_total_matas_plantadas,valor_total_predios_benfeitorias,valor_total_animais,valor_total_animais_transporte,valor_total_maquinas_transporte,proporcao_despesa_fertilizante,proporcao_despesa_defensivos,proporcao_despesa_sementes,proporcao_despesa_salarios
1996,AC,1200450,,,62,0,"157,5",,,,,,,,,,0,42,"53,962",71,,72171,351,,,,,,,,25,4259225,1240,1235,2,0,3,0,58,1,6,4925,3874,,,,,,,,0,,,,694,109,1233,862,1,6,9,0,"667,633",,,"55,786",1,"4,46","0,2",0,385,212,502,164,1,5,2,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200450,"175603,28",,,5012,,"2294,25",,,,,,117,,,12,,14,11,,173483,42498,66069,46501,192,4309,1055,,,,0,,,0,,"3921,67",1194,1148,3,3,46,0,1150,0,0,0,0,86,0,0,3319,408,3727,3118,405,3523,,,,,,,,,,,,,,"4240,41",,0,0,"8,578",0,450,1104,1469,1393,0,0,19,0,110,140,283,232,1,0,15,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200450,177215,176514,0,0,464,1114,2987,0,125981,125981,42498,0,312,42498,4013,110,0,0,1,0,193026,1406,69738,5263,1420,769,10941,2143,,546,4049,1454,1390,8,2,44,10,945,276,15,49,3527,1263,4790,3233,1188,4421,100872,87624,76454,0,8542,13247,1373,0,0,9014,2448,6,4,8581,2228,0,0,100,0,7,6,1699,115,0,0,4,0,13,17,244,428,0,0,13,0,5,8,5743,1943,0,0,53,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AC,1200500,,,,15,,,,,,,,18,,,7,,55,182,,27305,6486,9686,9724,351,1058,6,,,,,,,,14,"671,759",4401,493,19,1,3888,0,4392,2,5,0,3,16,0,6,2,14,15390,751,16141,9784,643,10427,,,,,,,,,,,,,"512,808",,"5753,97",0,0,"52,129",0,1527,830,2180,1341,0,0,14,0,1260,1030,1546,1098,0,0,62,0,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200500,,,112,0,,,,,,,,,,,0,31,"20,093",67,,53949,58,,,,,,,,0,1649954,1688,812,3,0,873,0,12,0,1,7233,5001,,,,,,,,0,,,,1896,675,2222,4670,0,1,248,0,,,,"618,668",0,"1,5","35,892",0,1033,1030,1270,967,0,2,85,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200500,"343654,33",,651,,,,,,,,,"293,5",,,1,,8,6,,134905,27171,42432,34094,1613,3561,638,,,,,,,0,,,2240,1635,3,4,543,0,2132,0,0,0,0,26,0,0,7035,673,7708,5394,648,6042,,,,,,,,,,,,,,,,0,0,"12,843",0,1062,500,1600,971,0,0,25,0,884,606,1241,951,0,2,44,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200500,378724,337353,7762,114,31950,873,2776,0,138436,138436,234667,26,543,234693,1402,33,0,0,0,0,176273,1533,44616,177,774,738,6333,2173,,17,1936,2682,2228,10,18,364,62,1584,134,0,31,8165,2239,10404,6855,2144,8999,78981,65727,62501,417,2810,13253,164,0,2465,9973,652,209,86,2340,7206,0,0,57,0,188,174,1438,395,0,0,3,0,303,339,1282,1046,0,0,20,0,225,201,2144,7145,0,0,33,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AC,1200609,,,,,,,,4197,12611,16808,,"247,5",,,1,,2,4,,21898,4347,7914,8566,385,686,3,,,,,,,,22,"509,944",4328,457,1231,388,2252,0,4328,0,0,0,0,6,0,0,2,4,9393,464,9857,7309,464,7773,,,,,,,,0,,,,"353,3","81,802",,,0,0,"87,3",0,422,126,1983,552,0,0,2,0,402,179,1862,1049,0,0,7,0,,,,,,,,,,,,0,,,,,,,,,
1996,AC,1200609,,,1100,15900,,,,,,,,,,,0,0,137,1,,43216,31,,,,,,,,0,1226802,1895,1020,3,1,871,0,15,0,0,6002,4837,,,,,,,,0,,,,1208,51,2251,6041,2,9,41,0,,,,"700,424",1,7,812,0,966,109,1379,1231,1,4,42,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200609,"334290,31",,434,,,,,,,,,,,,6,,0,6,,88282,16045,23753,23409,833,4443,279,,,,0,,,0,0,,2656,1469,7,18,1063,0,2584,0,0,0,0,7,0,0,8238,703,8941,6763,703,7466,,,,,,,,,,,,"574,325",,,,0,0,"255,905",0,573,40,2022,1609,0,0,91,0,453,108,1652,1217,0,0,229,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200609,377807,338917,0,0,36570,2708,5409,0,76873,76873,260697,84,15299,260781,16738,8,0,0,2,0,115253,1594,28969,0,318,193,5023,308,,46,4431,2904,2206,5,9,607,77,1556,0,0,0,8502,1618,10120,7695,1516,9211,62246,33450,29840,482,3111,28796,392,0,957,24356,3090,116,11,4900,25417,0,0,380,0,91,25,1886,1284,0,0,14,0,122,59,1826,2021,0,1,85,0,96,36,4442,19014,0,0,177,0,,,,,,,,,0,,,,,,,,,,,,,,
1985,AC,1200708,,,,60,,,,,,,,"233,5",,,2,,26,40,,56358,9327,26684,17935,1033,1379,19,,,,,,,,0,,1868,562,4,2,1300,0,1863,4,1,0,1,19,1,18,0,19,5424,474,5898,4152,460,4612,,,,,,,,,,,,,"427,96","1854,46",,0,0,"91,4",0,1516,873,1700,385,0,0,17,0,1283,1007,1338,549,0,0,56,0,,,,,,,,,,,,0,,,,,,,,,
1996,AC,1200708,,"368075,25",150,0,,,,,,,"301831,25",,,,0,33,"18,758",21,,69250,58,,,,,,,,650,1138285,1092,1057,1,0,34,0,40,0,22,4715,3264,,,,,,,,,,,,1442,314,1784,1377,0,0,53,0,,,,"105,338",0,0,"2,475",0,860,615,823,447,0,0,57,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200708,"410595,9",,,0,,,,,,,,,,,2,,1,4,,114991,28642,37519,34022,492,2720,351,,,,,,,0,,,1464,1379,8,2,69,0,1371,0,0,0,0,43,0,0,4384,367,4751,3405,367,3772,,,,,,,,,,,,"30502,01",,"25927,18",,0,0,"11,68",0,10222,5744,7847,3129,0,0,7,0,810,640,856,614,0,0,18,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200708,494036,472613,0,1872,5507,1028,2309,0,106851,106851,375676,87,3140,375763,4945,34,0,0,2,0,150910,1065,32485,235,485,452,4986,1200,,57,2687,1887,1701,2,13,102,69,620,152,0,33,4467,1053,5520,4009,1002,5011,64024,47601,45281,413,1907,16423,417,0,5676,9451,879,510,213,2081,4355,0,0,90,0,523,418,1118,207,0,0,5,0,744,787,1209,764,0,0,36,0,555,618,2255,5209,0,0,91,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AC,1200807,,,0,117,,,,,,,,,,,2,13,"11,63",97,,68699,394,,,,,,,,0,4469658,1210,1015,0,2,193,0,51,2,1,5795,4045,,,,,,,,0,,,,867,258,1187,3968,1,0,521,0,"932,432",,,"429,103","0,27",0,"24,873",0,675,606,725,647,1,0,39,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AC,1200807,"176501,68",,0,0,,,,,,,,339,,,11,,3,13,,131229,29799,45773,35021,523,4624,945,,,,,,,0,,,1720,1191,2,1,520,0,1706,0,0,0,0,66,0,0,4738,438,5176,3794,436,4230,,,,,,,,,,,,,,"8248,85",,0,0,"224,745",0,1463,931,2460,953,0,0,20,0,177,118,317,265,0,0,34,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AC,1200807,205876,198724,0,0,6340,1184,1938,0,107185,107185,91781,49,404,91830,3337,48,0,0,2,0,180625,1510,49130,505,936,1129,8313,1560,,111,2345,1579,1413,1,3,141,21,1093,196,6,45,3815,857,4672,3519,809,4328,99687,81079,78067,282,2714,18609,2188,0,584,11915,3922,53,15,3179,3931,0,0,3,0,37,26,832,177,0,0,0,0,34,59,395,524,0,0,4,0,39,39,7248,3356,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AM,1300029,,10348,0,40,,,6521,63,"1234,5","1297,5",,8,,"8889,5",2,,5,94,,3280,861,1211,1073,20,115,0,,,,0,,,0,0,"0,3",780,71,0,1,708,0,779,0,0,0,1,18,0,0,17,1,3855,133,3988,2445,116,2561,,,,,,,,,,,,0,"1,85","87,825","13414,31",0,0,0,0,0,3,75,1277,0,0,0,0,0,6,89,765,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,
1996,AM,1300029,"14363,77",,15,0,,,,,"144,5",,,0,,,0,0,"0,5",1,,3144,33,,,,,,,0,0,8150,1420,800,3,0,617,0,0,0,0,6928,4662,,,,,,,,0,,,,0,2,10,41407,0,0,6,0,0,,10,,0,0,111,0,0,4,17,1407,0,0,7,0,0,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AM,1300029,"58703,66",,,,,,,,,,,0,,,1,0,0,0,0,929,109,244,87,13,42,480,,0,,0,,0,0,0,0,783,241,18,45,335,0,777,0,0,0,0,0,0,0,3286,87,3373,3057,87,3144,,,,,,,,,,,,0,0,"2,28",,0,0,0,0,0,0,2,2002,0,0,0,0,0,1,10,643,0,0,1,0,0,0,,,0,0,0,0,,,,,,,,,0,0,,,,,
2017,AM,1300029,8686,5932,0,990,1402,1877,3229,0,296,296,2504,0,0,2504,774,35,0,0,0,0,300,557,3232,10,14,3,464,7,,604,10,1002,678,2,46,263,13,734,0,0,0,3811,1342,5153,3291,1315,4606,23475,419,125,18,142,23056,135,0,2742,18219,1961,0,2,260,11193,0,0,115,0,0,4,89,1096,0,0,7,0,0,6,71,918,0,0,27,0,0,7,316,16118,0,0,245,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AM,1300060,,,0,0,,,,,,302,,,,,0,,30,67,,844,167,289,327,1,60,1,,0,0,0,,0,0,0,0,839,133,0,0,706,0,835,0,0,0,4,0,0,0,0,0,5131,18,5149,2511,16,2527,,,,,,,,0,,,,0,"22,92","55,685",,0,0,0,0,0,10,34,572,0,0,0,0,0,22,83,780,0,0,0,0,,,,,,,,,,,,0,,,,,0,0,0,,
1996,AM,1300060,,,0,0,,,,,,,,,,,0,0,0,0,0,504,2,,0,,0,,0,0,0,500,348,111,0,0,237,0,0,0,0,2920,1617,,,,,,,,0,,,,3,4,51,1527,0,0,7,0,2,"3,5","19,2","290,916",0,0,"0,2",0,2,4,21,314,0,0,1,0,,,,,0,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
2006,AM,1300060,"5448,71",,0,,,,,,,,,0,,,0,0,0,0,0,1296,56,123,84,0,11,19,,0,0,0,,,0,0,0,151,69,2,9,33,0,151,0,0,0,0,0,0,0,570,12,582,527,12,539,,,,,,,0,0,,,,0,0,0,,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,,0,0,0,0,,,,,,,,,0,,0,,,,
2017,AM,1300060,6340,5128,0,0,401,274,253,111,519,630,4983,0,136,4983,43,3,0,0,0,0,1236,127,983,6,4,0,95,2,,0,0,538,127,0,2,409,0,428,0,0,0,2419,96,2515,1995,7,2002,7649,672,278,71,270,6977,83,0,2251,3659,984,0,1,16,2482,0,0,25,0,0,1,6,154,0,0,4,0,0,9,33,460,0,0,46,0,0,3,31,3150,0,0,44,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AM,1300086,"8086,02",,94,0,"647,5",,,102,"16,5","118,5",,4,,,7,0,0,0,,230,82,90,43,0,15,4,,,,,,0,0,0,"2,92",810,767,33,0,10,0,809,1,0,0,0,0,0,0,0,0,4640,7,4647,2677,7,2684,,,,,,,,0,,,,0,"2,69","13,88","5108,85",0,0,0,0,0,8,18,395,0,0,0,0,0,13,34,396,0,0,0,0,,,,,,,,,,,,0,,,,,,0,,,
1996,AM,1300086,,,16,25,,,,,,,,0,,,0,0,0,0,0,948,4,,,,,,,0,0,607,583,329,2,4,248,0,0,0,0,1950,1729,,,,,,,,0,,,,0,43,217,2450,0,0,0,0,0,,"103,43","255,137",0,0,0,0,0,22,84,388,0,0,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AM,1300086,"9617,54",,,0,,,,714,,,,0,,,0,0,0,1,0,1491,40,320,44,0,26,249,,0,,0,"221,375",,0,,0,429,349,7,1,77,0,426,0,0,0,0,0,0,0,1383,240,1623,1298,240,1538,,,,,,,,,,,,0,,"20,636",,0,0,0,0,0,1,13,320,0,0,0,0,0,5,33,328,0,0,0,0,0,,,,0,0,0,0,,,,,,,,0,0,,,,,,
2017,AM,1300086,14032,12903,0,260,738,1162,759,100,150,250,11409,0,159,11409,271,66,0,0,0,0,585,352,2328,39,68,3,641,26,,48,0,622,419,0,23,176,4,317,0,0,0,1407,238,1645,1372,201,1573,9448,1064,421,37,352,8384,184,0,1159,3930,3111,0,1,46,2871,0,0,0,0,0,2,18,341,0,0,0,0,0,18,60,445,0,0,2,0,0,4,50,3185,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AM,1300102,,,"31,5",5,2292,,,92,,,,18,,,4,0,0,0,0,976,205,386,333,0,52,9,,,,,,,,0,"23,34",1124,664,3,2,455,0,1119,5,0,0,0,0,0,0,0,0,4943,185,5128,2833,179,3012,,,,,,,,0,,,,0,"4,1","16,725","7505,63",0,0,0,0,0,6,20,507,0,0,0,0,0,18,48,562,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,
1996,AM,1300102,"2918,99",,,,,,,,,,,0,,,0,0,55,3,,1205,62,,,,,,0,,0,10675,547,343,3,39,162,0,0,0,0,2580,1831,,,,,,,,0,,,,0,18,98,724,0,0,1,0,0,"10,75","25,835","74,497",0,0,43,0,0,36,103,468,0,0,4,0,0,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2006,AM,1300102,"24450,26",,,,,,,,163,,,0,,,3,0,0,1,0,1250,250,227,152,0,174,242,,,0,0,,0,0,17,"7,7",722,280,3,20,341,0,717,0,0,0,0,0,0,0,3502,16,3518,2633,16,2649,,,,,,,,,,,,0,0,"303,67",,0,0,"9,55",0,0,0,185,1508,0,0,4,0,0,0,85,554,0,0,4,0,0,0,,,0,0,,0,,,,0,,,,,,0,0,,,,
2017,AM,1300102,21664,21282,6,0,289,1197,856,369,0,369,18561,0,255,18561,405,33,0,0,0,0,899,340,4553,41,131,1,598,20,,6,0,749,622,5,5,112,5,379,0,0,0,2100,831,2931,1946,793,2739,14758,1966,752,28,82,12793,118,0,1144,7601,3930,0,9,19,4164,0,0,31,0,0,12,17,423,0,0,2,0,0,76,53,610,0,0,3,0,0,33,30,5907,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,
1996,AM,1300144,210192,187075,0,0,23117,,3705,552,29259,29811,,0,,6653,28,138,"151,291",446,,28967,48,,,,,,,,0,950865,1754,1663,0,0,91,0,9,2,0,4416,3541,,,,,,,,0,,,,1051,73,684,8259,0,2,31,0,"978,644",,"611,537","757,773",0,2,"4,015",0,486,99,364,532,0,2,36,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AM,1300144,"447737,5","276784,75",,,,,,,"75871,5",,,,,,9,,115,75,,107533,26345,31960,32890,288,3074,334,,,,,,,0,,,2062,1721,22,16,304,0,2003,0,0,0,0,38,0,0,5451,710,6161,4929,705,5634,,,,,,,,,,,,"438,08",,"439,369",,0,0,"145,588",0,460,52,452,570,0,0,11,0,257,62,250,236,0,1,26,0,,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AM,1300144,338777,321326,3491,0,9202,1266,991,1255,120234,121489,205573,0,4570,205573,4881,60,62,101,45,299,136801,764,45103,805,289,1487,5196,1560,,29,4640,1091,1035,8,5,34,9,790,140,0,10,2314,1381,3695,2172,1329,3501,46310,40600,38480,506,1488,5709,0,0,422,2958,1829,11,2,379,1023,0,0,187,0,6,2,111,214,0,0,9,0,7,13,47,233,0,0,34,0,18,4,371,1604,0,0,359,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AM,1300201,"10559,43","1440,75",0,0,,,,"84,5","148,5",233,,10,,,0,0,0,0,,96,30,40,20,0,6,11,,,,,,,,3,844,813,56,0,0,757,0,813,0,0,0,0,1,0,1,0,1,3679,159,3838,2455,150,2605,,,,,,,,0,,,,"27,76","7,7","20,24",,0,0,"35,1",0,19,3,18,585,0,0,1,0,14,7,25,568,0,0,4,0,,,,,,,,,,,,0,,,,,,,,,
1996,AM,1300201,,,0,0,,,,6,3,9,,0,,,0,0,"0,3",1,,0,2,,0,,0,,0,,0,0,701,80,0,0,621,0,0,0,0,3083,2757,,,0,,,,,0,,,,11,31,50,2272,0,0,47,0,12,,"61,87","374,767",0,0,"1,5",0,16,82,87,284,0,0,2,0,,,,,0,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
2006,AM,1300201,"11636,71",,0,,,,,,,,,0,,,1,,1,7,,87,17,19,4,14,6,74,,0,0,0,,,0,0,0,1026,710,2,166,8,0,1022,0,0,0,0,0,0,0,3454,49,3503,3123,47,3170,,,0,,,,,0,,,,0,,"175,865",,0,0,"65,569",0,0,51,169,521,0,0,19,0,0,24,164,485,0,0,30,0,0,,,,0,0,,0,,,,,,,,,0,,0,,,,
2017,AM,1300201,12617,11722,0,0,890,5637,4754,35,0,35,1826,0,0,1826,334,3,0,0,0,0,125,83,994,10,1,0,28,0,,0,0,1252,928,1,3,316,4,1226,0,0,0,5062,18,5080,4433,13,4446,8668,908,0,3,807,7760,24,0,861,5067,1807,0,0,138,3332,0,0,62,0,0,0,46,300,0,0,10,0,1,0,304,1054,0,0,136,0,0,0,228,4456,0,0,94,0,,,,,,,,,,0,,,,,,,,,,,,,
1985,AM,1300300,,,224,510,,,"24269,5","12585,5","15816,5",28402,,106,,58123,3,,126,249,,35351,7907,14495,12101,8,840,16,,,,,,,,1,,1963,1536,9,3,415,0,1958,2,0,0,3,37,0,1,10,27,12008,466,12474,6181,372,6553,,,,,,,,,,,,"1,875","121,68","665,33",,0,0,0,0,2,71,346,2115,0,0,0,0,3,90,273,1369,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1996,AM,1300300,,"137135,25",2908,45,,,,,,,,"9,5",,,3,9,"18,307",14,,44277,138,,,,,,,,0,6658368,1317,1132,14,2,169,0,26,0,2,6600,5411,,,,,,,,,,,,5,15,264,14300,0,0,345,0,"4,5","15,25","126,062",,0,0,"11,25",0,3,17,85,778,0,0,12,0,,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AM,1300300,"79359,01",,0,,,,,,,,,116,,,27,,4,8,,31422,6323,10633,8317,374,808,176,,,,,,,0,,,463,408,2,4,74,0,397,0,0,0,0,13,0,0,1612,431,2043,1400,423,1823,,,,,,,,0,,,,0,0,"8,72",,0,0,0,0,0,0,5,126,0,0,0,0,0,2,4,24,0,0,1,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,
2017,AM,1300300,169558,161757,0,1892,3312,1910,1910,34711,21537,56248,98813,0,6006,98813,4664,217,2,3,4,6,42888,1623,22448,537,197,97,5402,46,,110,12232,2583,2136,16,27,357,47,2184,53,0,7,8469,1578,10047,7050,1524,8574,61544,42240,39636,741,1691,19304,209,0,590,13872,4633,0,1,15,11620,0,0,34,0,0,4,9,1264,0,0,3,0,0,7,18,1287,0,1,8,0,0,6,23,13200,0,0,21,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AM,1300409,,,4225,0,,,,"94,5",,,,"14,5",,,3,0,0,3,,46,12,15,16,0,3,1,,0,0,,,0,,0,"0,25",1852,88,330,0,1434,0,1852,0,0,0,0,0,0,0,0,0,4222,6,4228,3473,6,3479,,,,,,,,0,,,,0,"0,2","1,68","977,27",0,0,0,0,0,0,3,276,0,0,0,0,0,3,6,232,0,0,0,0,,,,,,,,,,,,0,,,,,0,0,0,,
1996,AM,1300409,,,"174,5",0,,,,90,"90,25","180,25",,0,,,2,0,0,0,0,209,38,,,0,,,,0,0,4200,1019,423,54,0,542,0,1,0,0,3333,2995,,,,,,,,0,,,,0,0,0,6925,0,0,1,0,156,0,"0,11","994,661",0,0,"0,25",0,1,0,1,599,0,0,1,0,,0,,,0,0,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,
2006,AM,1300409,"13539,49",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,222,,0,0,0,0,0,0,0,0,1587,420,3,6,189,0,1586,0,0,0,0,0,0,0,8482,0,8482,5677,0,5677,,,0,,,,,0,,,,0,0,0,,0,0,0,0,0,0,0,1775,0,0,0,0,0,0,0,849,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,,,0,0,0,0,0,,,
2017,AM,1300409,7666,7506,0,42,0,661,962,16,0,16,5161,0,269,5161,565,31,0,0,0,0,0,269,3556,149,53,0,370,0,,48,0,932,823,1,8,5,95,770,4,0,0,2662,85,2747,2226,59,2285,18453,288,0,18,264,18165,452,0,2354,13970,1389,0,0,2,5008,0,0,3648,0,0,0,1,1033,0,0,204,0,0,0,4,755,0,0,97,0,0,0,7,7428,0,0,5868,0,,,,,,,,,,0,,,,,,,,,,,,,
1985,AM,1300508,,,,35,,,,,,,,,,,4,,23,343,,12167,2695,4974,4249,1,248,45,,,,,,,,11,"239,413",2042,1098,2,2,940,0,2027,1,11,0,3,0,1,0,0,0,9805,737,10542,5801,708,6509,,,,,,,,,,,,"30,538","13,05","33,943",,0,0,0,0,12,14,27,1664,0,0,0,0,19,27,54,1329,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
1996,AM,1300508,,,0,0,307,,,,7225,,,0,,,0,3,"4,75",10,,24138,11,,,,0,,,0,0,853739,861,853,0,0,8,0,1,0,0,3854,2834,,,,,,,,0,,,,1,0,53,18787,0,0,0,0,1,"0,25","17,75",,0,0,0,0,2,1,21,584,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,AM,1300508,"78648,67",,,,,,,,,,,271,,"1117,5",2,0,0,2,0,35514,5579,11343,10430,98,735,418,,0,,,,,0,9,,1726,920,31,39,455,0,1715,0,0,0,0,0,0,0,6486,180,6666,4950,180,5130,,,,,,,,,,,,0,0,"18,245",,0,0,"3,15",0,0,0,25,631,0,0,2,0,0,2,58,398,0,0,6,0,0,0,,,0,0,,0,,,,,,,,,0,,,,,,
2017,AM,1300508,49256,44778,761,474,3167,905,2308,18786,4645,23431,18150,100,452,18250,3910,8,0,0,0,0,23593,420,18503,123,7,36,571,29,,27,2552,1579,1216,6,12,342,3,1424,0,0,0,6577,737,7314,4940,642,5582,33753,12330,11135,116,1023,21423,709,514,8235,11126,839,0,0,416,8794,0,0,39,0,0,2,50,1076,0,0,13,0,2,9,169,1160,0,0,74,0,0,2,497,10020,0,0,70,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AM,1300607,,,2,30,,,,"701,5",,,,"17,5",,,1,102,0,15,,1710,318,622,718,1,51,19,,,,,,,,0,"33,97",902,791,0,1,110,0,900,0,0,0,2,5,0,0,0,5,4817,223,5040,2491,220,2711,,,,,,,,0,,,,"45,175","47,425","110,79",,0,0,"333,48",0,30,60,111,1131,0,0,41,0,23,91,131,871,0,0,39,0,,,,,,,,,,,,0,,,,,,,,,
1996,AM,1300607,,,0,0,,,,,49,,,0,,,0,6,"3,811",4,,2439,6,,0,,0,,0,0,0,12600,1604,696,0,0,908,0,4,5,0,3971,3759,,,,,,,,0,,,,50,67,485,13711,0,0,242,0,"17,9",,"390,2",,0,2,"43,906",0,18,235,527,1510,0,1,53,0,,,,,0,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,
2006,AM,1300607,"14788,59",,,,2274,,,,,,,0,,,23,0,0,2,0,386,52,62,62,0,8,384,,,,0,,,0,,0,1119,576,13,95,236,0,1115,0,0,0,0,0,0,0,4033,106,4139,3429,106,3535,,,,,,,,,,,,0,,"23,25",,0,0,"12,38",0,0,8,6,1316,0,0,2,0,2,5,16,790,0,0,17,0,0,,,,0,0,,0,,,,,,,,,,,,,,,
2017,AM,1300607,5687,5618,0,0,0,1156,1291,75,503,578,2455,0,0,2455,201,12,0,0,0,0,682,1023,3328,34,29,0,222,7,,11,0,1210,1195,0,0,14,1,976,0,0,0,3930,77,4007,3676,0,3676,20412,4382,776,32,2865,16030,360,0,1175,9888,4606,24,11,222,6311,0,0,71,0,5,17,96,791,0,0,24,0,10,49,276,1081,0,0,81,0,26,40,240,7244,0,0,76,0,,,,,,,,,,,,,,,,,,,,,,,
1985,AM,1300631,"206971,3",,8,0,,,,753,769,1522,"194953,5",5,"194958,5",,4,0,0,13,,589,91,248,211,0,39,2,,,,,,,,0,"2,72",876,389,2,0,485,0,875,1,1,0,0,3,0,0,0,3,4641,29,4670,3395,29,3424,,,,,,,,0,,,,0,"6,76","21,4","6810,7",0,0,0,0,0,2,12,829,0,0,0,0,0,5,11,632,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,
1996,AM,1300631,,,,0,,,,,,,,,,,0,0,0,0,0,531,49,,,,0,,,0,0,2400,709,607,99,0,3,0,0,0,0,3319,2533,,,,,,,,,,,,0,187,165,660,2,0,0,0,0,,"109,577","321,171",2,0,"0,5",0,0,145,123,255,2,0,1,0,0,,,,,0,,0,,,,,,,,,,"547,022",,,,,,,,,,,,,,,,,,,
